product_id,category,product_name,product_description,product_photos,product_weight,product_length,product_height,product_width,description,image
d03bd02af9fff4b98f1c972315e5e9ef,Furniture Decoration,perfume,209,1,1800,40,10,30,This Furniture Decoration item weighs 1800 g and measures 40.0 × 10.0 × 30.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
8ba4f2a4ae695d26e5626c1bf710975e,housewares,art of galaxy,968,1,900,50,5,50,This housewares item weighs 900 g and measures 50.0 × 5.0 × 50.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
f6574524b07d5bb753bab6f35abe2d06,Bags Accessories,jockey,573,5,3600,35,25,50,This Bags Accessories item weighs 3600 g and measures 35.0 × 25.0 × 50.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
c78b767da00efb70c1bcccab87c28cd5,computer accessories,baby doll,1101,2,300,42,2,30,This computer accessories item weighs 300 g and measures 42.0 × 2.0 × 30.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
a0253d43394dd4da9a5d7b1f546f1a32,computer accessories,nightwares,1890,2,740,23,13,13,This computer accessories item weighs 740 g and measures 23.0 × 13.0 × 13.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
051b9ff13dd55c0a6655a15ff296f80d,sport leisure,guiter,529,2,3600,62,23,23,This sport leisure item weighs 3600 g and measures 62.0 × 23.0 × 23.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
47859fca9dd7485cbd93c3e8993bb74f,bed table bath,perfume,206,1,650,16,10,16,This bed table bath item weighs 650 g and measures 16.0 × 10.0 × 16.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
e1d1d22e9f8122a4ec1533b032c12562,Garden tools,art of galaxy,1163,9,2150,70,8,34,This Garden tools item weighs 2150 g and measures 70.0 × 8.0 × 34.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
20e37962088a4061d3578def47a8648b,Furniture Decoration,jockey,208,1,800,40,10,34,This Furniture Decoration item weighs 800 g and measures 40.0 × 10.0 × 34.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
1eba879220bd0981a0e2fbab499ed4e1,Furniture office,baby doll,476,1,8950,52,51,17,This Furniture office item weighs 8950 g and measures 52.0 × 51.0 × 17.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
ce5b91848b91118daffb3af53b747475,sport leisure,nightwares,699,4,1388,34,9,31,This sport leisure item weighs 1388 g and measures 34.0 × 9.0 × 31.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
5370b82a213393979691c98074265584,babies,guiter,708,9,7950,33,30,44,This babies item weighs 7950 g and measures 33.0 × 30.0 × 44.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
b8dac5113b06a97e64943234522572b9,automotive,perfume,1062,2,6000,87,3,42,This automotive item weighs 6000 g and measures 87.0 × 3.0 × 42.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
750cf819d127191920eda79a4b6fb479,electronics,art of galaxy,806,1,263,18,12,16,This electronics item weighs 263 g and measures 18.0 × 12.0 × 16.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
e6af694343b45b56304ad91974a110b9,housewares,jockey,352,1,3900,19,20,15,This housewares item weighs 3900 g and measures 19.0 × 20.0 × 15.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
680874c570dad71c0a2844cfbf417054,Furniture Decoration,baby doll,502,1,600,25,25,25,This Furniture Decoration item weighs 600 g and measures 25.0 × 25.0 × 25.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
8b3a9476f74f5297f7ff0ec6d95fe1ea,Furniture Decoration,nightwares,254,2,2050,49,13,41,This Furniture Decoration item weighs 2050 g and measures 49.0 × 13.0 × 41.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
1c6fb703c624b381a20f21f757694866,toys,guiter,471,2,725,22,17,15,This toys item weighs 725 g and measures 22.0 × 17.0 × 15.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
db46052aed7dff59ba38cf2fe29b87f9,bed table bath,perfume,509,4,6350,45,15,35,This bed table bath item weighs 6350 g and measures 45.0 × 15.0 × 35.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
b864b103180d5a6a3f830e67f93e8735,babies,art of galaxy,980,4,600,70,11,11,This babies item weighs 600 g and measures 70.0 × 11.0 × 11.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
7a8dac4aaa16bc642e4df33adcf03303,Cool Stuff,jockey,1701,2,11750,18,40,79,This Cool Stuff item weighs 11750 g and measures 18.0 × 40.0 × 79.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
83b9bc6aae6f527ff6aafb9e01d6cbf3,toys,baby doll,866,3,2550,22,32,38,This toys item weighs 2550 g and measures 22.0 × 32.0 × 38.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
5f504b3a1c75b73d6151be81eb05bdc9,Cool Stuff,nightwares,1176,3,15350,47,40,47,This Cool Stuff item weighs 15350 g and measures 47.0 × 40.0 × 47.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
bbf920aa6ac72007a726e6f419156f8f,Furniture Decoration,guiter,303,2,1300,25,16,25,This Furniture Decoration item weighs 1300 g and measures 25.0 × 16.0 × 25.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
c3b7e4d83e530c27a8e6368296aece48,Furniture Decoration,perfume,1972,2,850,69,11,11,This Furniture Decoration item weighs 850 g and measures 69.0 × 11.0 × 11.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
c5d8079278e912d7e3b6beb48ecb56e8,HEALTH BEAUTY,art of galaxy,330,1,1300,19,28,17,This HEALTH BEAUTY item weighs 1300 g and measures 19.0 × 28.0 × 17.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
5eaa343860dc445b3fd43d1b682809fd,sport leisure,jockey,3218,5,4800,60,30,15,This sport leisure item weighs 4800 g and measures 60.0 × 30.0 × 15.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
b5cfb1d3c5e435a7a52227e08f220ee7,Cool Stuff,baby doll,410,2,1300,36,16,24,This Cool Stuff item weighs 1300 g and measures 36.0 × 16.0 × 24.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
334479e94cba98064050db1c9636e244,automotive,nightwares,311,1,220,18,14,17,This automotive item weighs 220 g and measures 18.0 × 14.0 × 17.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
3fcd8dfe610c62edfb51de2630cd9ef4,babies,guiter,509,4,5700,41,17,49,This babies item weighs 5700 g and measures 41.0 × 17.0 × 49.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
4c8056caed5757810b9a68b83c3759e6,Bags Accessories,perfume,1291,2,450,20,40,30,This Bags Accessories item weighs 450 g and measures 20.0 × 40.0 × 30.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
30e77af9e7759bbaa0305d2fbc605dc4,Fashion Calcados,art of galaxy,402,2,2000,32,12,37,This Fashion Calcados item weighs 2000 g and measures 32.0 × 12.0 × 37.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
92bf5d2084dfbcb57d9db7838bac5cd0,telephony,jockey,427,2,100,19,3,11,This telephony item weighs 100 g and measures 19.0 × 3.0 × 11.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
fdeb34a9f03fea7c3937dd62d1d0287e,Cool Stuff,baby doll,1252,1,1100,30,20,23,This Cool Stuff item weighs 1100 g and measures 30.0 × 20.0 × 23.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
1065dbb6b0bf03daaedab1236979e296,stationary store,nightwares,488,3,1400,38,40,39,This stationary store item weighs 1400 g and measures 38.0 × 40.0 × 39.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
0d826eba8e0a2ae3bca9e3a947dd756d,toys,guiter,423,4,250,20,14,12,This toys item weighs 250 g and measures 20.0 × 14.0 × 12.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
f8f6fd145cc00519283cf3100477b2b3,sport leisure,perfume,956,1,1050,25,20,14,This sport leisure item weighs 1050 g and measures 25.0 × 20.0 × 14.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
4e04ffb7dd3739ecfc37de8927dd586c,stationary store,art of galaxy,144,1,500,24,7,16,This stationary store item weighs 500 g and measures 24.0 × 7.0 × 16.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
36555a2f528d7b2a255c504191445d39,HEALTH BEAUTY,jockey,1069,1,1467,23,16,20,This HEALTH BEAUTY item weighs 1467 g and measures 23.0 × 16.0 × 20.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
22937a73f92a33040ab4e2540355a5d8,Fashion Bags and Accessories,baby doll,554,3,100,16,5,11,This Fashion Bags and Accessories item weighs 100 g and measures 16.0 × 5.0 × 11.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
dc21247da0290904ffbbcd5953c76f95,stationary store,nightwares,92,1,100,16,5,16,This stationary store item weighs 100 g and measures 16.0 × 5.0 × 16.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
9020ce7adcc384b2899ae87ddc54767b,stationary store,guiter,198,2,300,23,7,15,This stationary store item weighs 300 g and measures 23.0 × 7.0 × 15.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
bfc1d1c62b1f7f401d8d9dda962bb870,sport leisure,perfume,255,2,950,60,15,15,This sport leisure item weighs 950 g and measures 60.0 × 15.0 × 15.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
6fef6d87bb6c2eb11d57a967209219a8,Garden tools,art of galaxy,200,1,250,17,3,11,This Garden tools item weighs 250 g and measures 17.0 × 3.0 × 11.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
1e5428c428e0f783acd6e3d94ba4ee2a,PCs,jockey,1067,1,12000,27,50,53,This PCs item weighs 12000 g and measures 27.0 × 50.0 × 53.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
94080f9219044d897195e2be145945dc,automotive,baby doll,1543,6,921,17,9,16,This automotive item weighs 921 g and measures 17.0 × 9.0 × 16.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
d0389f20b3d11de54e1e4561df147683,Casa Construcao,nightwares,1441,1,10000,60,25,25,This Casa Construcao item weighs 10000 g and measures 60.0 × 25.0 × 25.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
3e9b58f1436820c248d3f98d7229bb14,Watches present,guiter,489,2,250,16,11,11,This Watches present item weighs 250 g and measures 16.0 × 11.0 × 11.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
575c38b4c88fc7b35ef22fc8312bfe1b,Cool Stuff,perfume,992,3,1200,44,20,20,This Cool Stuff item weighs 1200 g and measures 44.0 × 20.0 × 20.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
556702ebb73d3786a852ad3d5a8ad268,Construction Tools Construction,art of galaxy,339,1,4800,25,8,25,This Construction Tools Construction item weighs 4800 g and measures 25.0 × 8.0 × 25.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
a3a03c131926ec14d4c9f3ef03016b24,pet Shop,jockey,463,1,700,40,20,20,This pet Shop item weighs 700 g and measures 40.0 × 20.0 × 20.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
e586ebb6022265ae1eea38f46ffe3ead,HEALTH BEAUTY,baby doll,1469,3,1050,18,21,27,This HEALTH BEAUTY item weighs 1050 g and measures 18.0 × 21.0 × 27.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
278b3c6462e86b4556b99989513ddf73,electrostile,nightwares,587,3,350,20,20,20,This electrostile item weighs 350 g and measures 20.0 × 20.0 × 20.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
0d009643171aee696f4733340bc2fdd0,perfumery,guiter,150,1,422,21,16,18,This perfumery item weighs 422 g and measures 21.0 × 16.0 × 18.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
be1be330cf34043d1c40d6114cbd11b5,Watches present,perfume,484,1,317,19,13,16,This Watches present item weighs 317 g and measures 19.0 × 13.0 × 16.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
07f01b6fcacc1b187a71e5074199db2d,Agro Industria e Comercio,art of galaxy,430,1,16400,63,66,56,This Agro Industria e Comercio item weighs 16400 g and measures 63.0 × 66.0 × 56.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
75b4372e69a42f8ae1d908c076f547b2,HEALTH BEAUTY,jockey,1313,1,938,29,22,23,This HEALTH BEAUTY item weighs 938 g and measures 29.0 × 22.0 × 23.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
3569d4374a919941a50f57371b1dc93d,HEALTH BEAUTY,baby doll,1168,1,2700,21,16,31,This HEALTH BEAUTY item weighs 2700 g and measures 21.0 × 16.0 × 31.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
a3c95dc653d9a279b160bc0179385ed1,bed table bath,nightwares,1146,1,1750,30,18,30,This bed table bath item weighs 1750 g and measures 30.0 × 18.0 × 30.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
0992c6cba95a13bfa68ea7d5e22d478b,Garden tools,guiter,671,1,3850,29,12,24,This Garden tools item weighs 3850 g and measures 29.0 × 12.0 × 24.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
b1eae565a61935e0011ee7682fef9dc9,perfumery,perfume,460,2,267,17,13,17,This perfumery item weighs 267 g and measures 17.0 × 13.0 × 17.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
2734390ee304b0f4817b3c233094fc16,musical instruments,art of galaxy,2367,3,16200,55,40,40,This musical instruments item weighs 16200 g and measures 55.0 × 40.0 × 40.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
32ee3f4e2493045726807808d7abbab6,bed table bath,jockey,381,2,1400,38,9,27,This bed table bath item weighs 1400 g and measures 38.0 × 9.0 × 27.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
c2367eda4f9623d0355dc5d7796d857a,bed table bath,baby doll,607,1,6450,100,10,11,This bed table bath item weighs 6450 g and measures 100.0 × 10.0 × 11.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
7f34b85142d1ef9e077a0da9ada27385,Furniture Decoration,nightwares,1750,3,2300,105,3,70,This Furniture Decoration item weighs 2300 g and measures 105.0 × 3.0 × 70.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
c478b1bbf9ec8c5691f37ccb83187386,computer accessories,guiter,163,2,300,25,8,18,This computer accessories item weighs 300 g and measures 25.0 × 8.0 × 18.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
f9ecf420c38b90a8af8e7f70fd789264,sport leisure,perfume,101,1,600,50,10,12,This sport leisure item weighs 600 g and measures 50.0 × 10.0 × 12.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
3a6a0247ced9dcb444b46caafdcdd368,HEALTH BEAUTY,art of galaxy,2497,1,3600,20,20,20,This HEALTH BEAUTY item weighs 3600 g and measures 20.0 × 20.0 × 20.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
adf591c625cb265c12bc6749d3a2f757,HEALTH BEAUTY,jockey,1146,6,150,20,24,33,This HEALTH BEAUTY item weighs 150 g and measures 20.0 × 24.0 × 33.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
3e0f398b664b26e3224c79dbf435191f,sport leisure,baby doll,900,4,400,16,4,11,This sport leisure item weighs 400 g and measures 16.0 × 4.0 × 11.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
64c8f1a52b407d92518a1f8b79240a70,telephony,nightwares,319,1,100,18,6,11,This telephony item weighs 100 g and measures 18.0 × 6.0 × 11.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
af16005fca813272caf59c432153949e,Furniture Decoration,guiter,1186,2,800,53,8,20,This Furniture Decoration item weighs 800 g and measures 53.0 × 8.0 × 20.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
e6a1ff3552ba3305c1cf0a4dde50347f,automotive,perfume,703,6,5250,47,19,23,This automotive item weighs 5250 g and measures 47.0 × 19.0 × 23.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
d8a405c732027a2af3187b031890933d,automotive,art of galaxy,361,1,200,35,4,26,This automotive item weighs 200 g and measures 35.0 × 4.0 × 26.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
ce94e3c41145e28428cdae952a1fd7f2,Watches present,jockey,899,2,335,17,11,12,This Watches present item weighs 335 g and measures 17.0 × 11.0 × 12.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
3f0f8de616df6efb39a48f3c64eea974,bed table bath,baby doll,701,1,1300,50,12,12,This bed table bath item weighs 1300 g and measures 50.0 × 12.0 × 12.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
6ddc95e87149457c4c5177b0a474a9ba,Furniture Decoration,nightwares,1405,3,150,35,2,25,This Furniture Decoration item weighs 150 g and measures 35.0 × 2.0 × 25.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
a2e2851eae0aebb8ee4df32348b42e2b,computer accessories,guiter,504,3,367,16,4,11,This computer accessories item weighs 367 g and measures 16.0 × 4.0 × 11.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
723f62c36c298037716bf60c0ad0df3a,Watches present,perfume,276,4,250,16,2,11,This Watches present item weighs 250 g and measures 16.0 × 2.0 × 11.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
b2b3503e675abbc07e278151da072ed2,Furniture Decoration,art of galaxy,287,1,8500,75,25,55,This Furniture Decoration item weighs 8500 g and measures 75.0 × 25.0 × 55.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
c18c01e09509a509e2b88d3ed40c580e,babies,jockey,1039,1,2150,42,25,15,This babies item weighs 2150 g and measures 42.0 × 25.0 × 15.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
a41e356c76fab66334f36de622ecbd3a,,baby doll,,,650,17,14,12,This product weighs 650 g and measures 17.0 × 14.0 × 12.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
e7cad5e8ed9b92e788262ad710c33bd0,sport leisure,nightwares,663,4,150,16,5,11,This sport leisure item weighs 150 g and measures 16.0 × 5.0 × 11.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
c33d78b97260227119fb2b71be168fca,bed table bath,guiter,170,1,650,27,10,22,This bed table bath item weighs 650 g and measures 27.0 × 10.0 × 22.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
e8fd6f481db77b847e7ab93fa1510e7e,electrostile,perfume,794,4,2700,20,26,32,This electrostile item weighs 2700 g and measures 20.0 × 26.0 × 32.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
67bea89008edcb996cfe4e3d062b62a8,housewares,art of galaxy,414,1,1200,23,22,16,This housewares item weighs 1200 g and measures 23.0 × 22.0 × 16.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
e8e86cbab028363545a5bf0ca5e226ee,Room Furniture,jockey,312,2,6050,55,10,46,This Room Furniture item weighs 6050 g and measures 55.0 × 10.0 × 46.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
c12b64bf0861a27e0f06c36ef82f457d,sport leisure,baby doll,425,1,150,16,6,11,This sport leisure item weighs 150 g and measures 16.0 × 6.0 × 11.0 cm making it a great choice for everyday use.,C:\Users\admin\Pictures\thumb-1920-282032.jpg
